# time  f_op  f_geo  geo_trustworthy  max_local_speed  superluminal_fraction  max_shift  structure_coherence  reachable  n_rays  n_reached  max_h_rel_drift  f_geo_evol  f_geo_evol_ok
0.0000000000000000e+00  3.8853889451611109e-06  5.4636470650206952e-06  1  1.0132425444242050e+00  0.0000000000000000e+00  0.0000000000000000e+00  nan  1  5  5  1.3147228410537244e-04  0.0000000000000000e+00  0
8.0000000000000004e-01  1.9289324826782841e-07  8.2897710879720801e-06  1  1.0132540110125581e+00  0.0000000000000000e+00  9.6329555948432116e-06  nan  1  5  5  1.3111588230647699e-04  0.0000000000000000e+00  0
1.6000000000000001e+00  0.0000000000000000e+00  1.1144565799216088e-05  1  1.0132994733337843e+00  0.0000000000000000e+00  1.4160247905206766e-05  nan  1  5  5  1.3081626398226225e-04  0.0000000000000000e+00  0
2.3999999999999901e+00  0.0000000000000000e+00  7.5931155450891106e-06  1  1.0132582083982640e+00  0.0000000000000000e+00  2.2489923881914620e-05  nan  1  5  5  1.3304433058275499e-04  0.0000000000000000e+00  0
3.1999999999999802e+00  0.0000000000000000e+00  0.0000000000000000e+00  1  1.0131666551885092e+00  0.0000000000000000e+00  1.6971612854522749e-05  nan  1  5  5  1.3059086953235926e-04  0.0000000000000000e+00  0
3.9999999999999600e+00  0.0000000000000000e+00  0.0000000000000000e+00  1  1.0130826909524957e+00  0.0000000000000000e+00  3.4997781160007187e-05  nan  1  5  5  1.3021503810214775e-04  0.0000000000000000e+00  0
4.7999999999999403e+00  0.0000000000000000e+00  0.0000000000000000e+00  1  1.0132493932195270e+00  0.0000000000000000e+00  1.1760514339221857e-05  nan  1  5  5  1.3215060755549632e-04  0.0000000000000000e+00  0
5.5999999999999304e+00  0.0000000000000000e+00  4.3019404544825722e-07  1  1.0132450811971834e+00  0.0000000000000000e+00  2.0569651592385583e-05  nan  1  5  5  1.3119976793333669e-04  0.0000000000000000e+00  0
6.3999999999999098e+00  0.0000000000000000e+00  6.4594427385945673e-06  1  1.0132635151359679e+00  0.0000000000000000e+00  1.9321399232437701e-05  nan  1  5  5  1.3051833323574890e-04  0.0000000000000000e+00  0
7.1999999999998900e+00  0.0000000000000000e+00  8.5740244305644419e-06  1  1.0132566509441043e+00  0.0000000000000000e+00  1.6191223347449606e-05  nan  1  5  5  1.3095248242113910e-04  0.0000000000000000e+00  0
7.9999999999998703e+00  0.0000000000000000e+00  7.1942629751051447e-06  1  1.0132337739537232e+00  0.0000000000000000e+00  2.0777841446563120e-05  nan  1  5  5  1.3125628649039971e-04  0.0000000000000000e+00  0
8.7999999999998604e+00  0.0000000000000000e+00  5.8117779374218977e-06  1  1.0132204691179838e+00  0.0000000000000000e+00  2.2924855086670419e-05  nan  1  5  5  1.3090865481029708e-04  0.0000000000000000e+00  0
9.5999999999998398e+00  0.0000000000000000e+00  6.1709269921155702e-06  1  1.0132272112451186e+00  0.0000000000000000e+00  2.5523256710581594e-05  nan  1  5  5  1.3043983559772845e-04  0.0000000000000000e+00  0
