# time  total_activity  peak_activity  rms_radius  confined_frac  bary_x  bary_y  bary_z  r_conf  total_activity_proper  rms_radius_proper  confined_frac_proper  rms_radius_canon  confined_frac_canon  rms_radius_phantom  confined_frac_phantom  canon_mass_frac  min_chi
0.0000000000000000e+00  7.9472465837496502e+00  2.4551160005931646e-02  6.6419753243758963e+00  2.7556671788255654e-01  3.1920973771883752e+01  3.2000000000000007e+01  3.1999999999999996e+01  4.7999999999999998e+00  7.9470550931512314e+00  6.6422425766959448e+00  2.7634445236644306e-01  4.3375355098768660e+00  7.4559277604039809e-01  4.4068764575966153e+00  7.3603051322509361e-01  4.9206580087864499e-01  9.8961493962662328e-01
8.0000000000000004e-01  7.9533919209705548e+00  2.4619320011540911e-02  6.6419975464867589e+00  2.7556234068148677e-01  3.1920384694442067e+01  3.2000000000000163e+01  3.2000000000000000e+01  4.7999999999999998e+00  7.9531938008581289e+00  6.6422693218521278e+00  2.7633727983305745e-01  4.3377548499006853e+00  7.4557068073697674e-01  4.4067498842618997e+00  7.3606350804191811e-01  4.9200327500458479e-01  9.8961451940695322e-01
1.6000000000000001e+00  7.9596643330119008e+00  2.4560047544986998e-02  6.6420560186110791e+00  2.7557413157512251e-01  3.1919594654053057e+01  3.2000000000000959e+01  3.1999999999999993e+01  4.7999999999999998e+00  7.9594539468988748e+00  6.6423349780044321e+00  2.7478134849848534e-01  4.3381877791013475e+00  7.4558206542506689e-01  4.4065373263779017e+00  7.3616796183746702e-01  4.9191692640881546e-01  9.8962506870172506e-01
2.3999999999999901e+00  7.9661397486523731e+00  2.4491322021144412e-02  6.6420814544557727e+00  2.7558337832331897e-01  3.1920115602478592e+01  3.2000000000000597e+01  3.1999999999999996e+01  4.7999999999999998e+00  7.9659176403982297e+00  6.6423611209588316e+00  2.7479243315103447e-01  4.3384923379660671e+00  7.4556180224763990e-01  4.4063204112976004e+00  7.3621649054851213e-01  4.9196344493533967e-01  9.8963609152003140e-01
3.1999999999999802e+00  7.9725517356705318e+00  2.4588543407062593e-02  6.6420916736880944e+00  2.7557300042078686e-01  3.1922392080341503e+01  3.1999999999996817e+01  3.1999999999999986e+01  4.7999999999999998e+00  7.9723268430666749e+00  6.6423618670762608e+00  2.7634585561371255e-01  4.3388614490490909e+00  7.4517651151364717e-01  4.4059622174108348e+00  7.3615752394680067e-01  4.9218631352775161e-01  9.8960666127700125e-01
3.9999999999999600e+00  7.9786862377787049e+00  2.4610787982501853e-02  6.6421180737079393e+00  2.7395560704216698e-01  3.1925490195232243e+01  3.1999999999992163e+01  3.1999999999999964e+01  4.7999999999999998e+00  7.9784707198133020e+00  6.6423730130546055e+00  2.7595251957609029e-01  4.3396234258923716e+00  7.4472571709668889e-01  4.4052711048120665e+00  7.3644770813944582e-01  4.9248473529967762e-01  9.8959629728415166e-01
4.7999999999999403e+00  7.9841856492680883e+00  2.4547771047433071e-02  6.6421666970276307e+00  2.7394851000614812e-01  3.1927981899047527e+01  3.1999999999985420e+01  3.1999999999999922e+01  4.7999999999999998e+00  7.9839861637322347e+00  6.6424092076194610e+00  2.7594106466740886e-01  4.3407941607667153e+00  7.4442439494484980e-01  4.4042756307096775e+00  7.3697813976284166e-01  4.9271058105792259e-01  9.8965288624691838e-01
5.5999999999999304e+00  7.9893213917420507e+00  2.4511203742162670e-02  6.6421348999171368e+00  2.7395333592694671e-01  3.1929508082396801e+01  3.1999999999964775e+01  3.1999999999999840e+01  4.7999999999999998e+00  7.9891373556544067e+00  6.6423711491081479e+00  2.7594323489383898e-01  4.3419535612061502e+00  7.4438952033268635e-01  4.4030693242214660e+00  7.3744313802642714e-01  4.9283093536666173e-01  9.8963772309286724e-01
6.3999999999999098e+00  7.9949458271698468e+00  2.4529433345839576e-02  6.6419588528512996e+00  2.7397727301929387e-01  3.1931257912589064e+01  3.1999999999918305e+01  3.1999999999999666e+01  4.7999999999999998e+00  7.9947750380949012e+00  6.6421890805301373e+00  2.7539138059374008e-01  4.3428813917312583e+00  7.4430703685291300e-01  4.4016501905692644e+00  7.3754956948308159e-01  4.9297049536612703e-01  9.8965249735421557e-01
7.1999999999998900e+00  8.0013815343811086e+00  2.4559933636324787e-02  6.6417608825877696e+00  2.7256515553295668e-01  3.1934251927626356e+01  3.1999999999840803e+01  3.1999999999999311e+01  4.7999999999999998e+00  8.0012227257880042e+00  6.6419797133288609e+00  2.7542288810163629e-01  4.3440850357220029e+00  7.4420233285589432e-01  4.3998881302281054e+00  7.3768912165971257e-01  4.9322924727081996e-01  9.8966298639021932e-01
