# time  core_x_canon  core_y_canon  core_z_canon  peak_canon  core_x_phantom  core_y_phantom  core_z_phantom  peak_phantom  coord_sep  proper_sep  px_canon  px_phantom  px_total  shift_x_canon  shift_x_phantom  max_abs_shift
0.0000000000000000e+00  nan  nan  nan  nan  3.6999999999999993e+01  3.2000000000000000e+01  3.1999999999999993e+01  2.4411410354063856e-02  nan  nan  nan  0.0000000000000000e+00  nan  nan  0.0000000000000000e+00  0.0000000000000000e+00
3.9999999999999600e+00  nan  nan  nan  nan  3.7000000700166943e+01  3.2000000000000000e+01  3.2000000000000000e+01  2.4435011038660144e-02  nan  nan  nan  -3.6455777851541787e-11  nan  nan  1.7949888991606167e-05  4.5469721717928070e-05
7.9999999999998703e+00  nan  nan  nan  nan  3.7000000640103352e+01  3.1999999999999993e+01  3.1999999999999993e+01  2.4405455710717099e-02  nan  nan  nan  -6.9110113055400720e-12  nan  nan  3.5072297938472964e-06  1.1814610102245495e-05
1.1999999999999799e+01  nan  nan  nan  nan  3.7000000479687962e+01  3.2000000000000007e+01  3.2000000000000000e+01  2.4412326456613027e-02  nan  nan  nan  -7.4546905423136882e-13  nan  nan  3.1977658959559226e-06  1.0882817865100550e-05
1.5999999999999700e+01  nan  nan  nan  nan  3.7000000396807415e+01  3.2000000000089564e+01  3.2000000000002565e+01  2.4411306671515819e-02  nan  nan  nan  7.2163210600522368e-10  nan  nan  3.5228794558944065e-06  1.2436661903873739e-05
2.0000000000000298e+01  nan  nan  nan  nan  3.6999996922350519e+01  3.2000000059018987e+01  3.1999999988288504e+01  2.4410979125550451e-02  nan  nan  nan  -3.6883289368013557e-08  nan  nan  -1.6417499874108767e-06  1.3837156540180615e-05
2.4000000000000998e+01  nan  nan  nan  nan  3.6999999142794692e+01  3.1999991335867993e+01  3.1999999104151570e+01  2.4410296242978965e-02  nan  nan  nan  6.8574487276915474e-08  nan  nan  -5.3625242249864873e-06  1.5772256665200907e-05
2.8000000000001599e+01  nan  nan  nan  nan  3.7000031156529914e+01  3.1999965403017057e+01  3.1999996281673784e+01  2.4409832935858085e-02  nan  nan  nan  1.2514870006770559e-07  nan  nan  4.0091260277381858e-06  1.5848547177918242e-05
3.2000000000002203e+01  nan  nan  nan  nan  3.7000058282165526e+01  3.1999947164708146e+01  3.1999995509628384e+01  2.4409371764437339e-02  nan  nan  nan  7.7141672405888849e-08  nan  nan  4.7309360384936537e-06  1.6789885978266613e-05
3.6000000000001400e+01  nan  nan  nan  nan  3.7000063021097738e+01  3.1999936903718453e+01  3.1999994880570668e+01  2.4408819035110736e-02  nan  nan  nan  -1.1492243074532306e-08  nan  nan  4.6010398987287543e-06  1.6790821676648536e-05
4.0000000000000597e+01  nan  nan  nan  nan  3.7000056481171534e+01  3.1999929735702015e+01  3.1999994588272298e+01  2.4408148077981220e-02  nan  nan  nan  -2.1404886152000025e-08  nan  nan  3.7509298704263622e-06  1.6624596257603115e-05
4.3999999999999801e+01  nan  nan  nan  nan  3.7000052848885225e+01  3.1999921011497300e+01  3.1999994269736074e+01  2.4407399351822925e-02  nan  nan  nan  -9.8737391496390564e-09  nan  nan  4.0039225524960754e-06  1.6952566703650718e-05
4.7999999999998998e+01  nan  nan  nan  nan  3.7000052258377075e+01  3.1999910025166621e+01  3.1999993625806251e+01  2.4406595277214210e-02  nan  nan  nan  2.2004689530583229e-09  nan  nan  4.0299899456411453e-06  1.7428085839861345e-05
5.1999999999998202e+01  nan  nan  nan  nan  3.7000054661880931e+01  3.1999897035305484e+01  3.1999992932857701e+01  2.4405693678788840e-02  nan  nan  nan  8.7981645852441136e-09  nan  nan  4.2522250783258310e-06  1.7578961551706520e-05
5.5999999999997399e+01  nan  nan  nan  nan  3.7000054797292954e+01  3.1999882251795981e+01  3.1999992434865707e+01  2.4404630432602260e-02  nan  nan  nan  1.2843935410882595e-08  nan  nan  4.2478809928931108e-06  1.7945964369562906e-05
