# time  Re_m-2(R=14)  Im_m-2(R=14)  Re_m-1(R=14)  Im_m-1(R=14)  Re_m0(R=14)  Im_m0(R=14)  Re_m1(R=14)  Im_m1(R=14)  Re_m2(R=14)  Im_m2(R=14)  Re_m-2(R=30)  Im_m-2(R=30)  Re_m-1(R=30)  Im_m-1(R=30)  Re_m0(R=30)  Im_m0(R=30)  Re_m1(R=30)  Im_m1(R=30)  Re_m2(R=30)  Im_m2(R=30)
0.0000000000000000e+00  -3.9038722378154692e-03  2.4040301670474563e-03  2.3741354300362334e-06  3.0485698171597619e-06  3.2558200455693608e-03  -3.2966522307137369e-17  2.3741354443817511e-06  -3.0485698392042365e-06  -3.9038722378146465e-03  -2.4040301670472651e-03  -2.0102635690371631e-04  3.7383447898545696e-04  3.7819819251826891e-07  1.2246612457906182e-07  1.6498674020227845e-04  -2.6359135922961793e-17  3.7819819888644630e-07  -1.2246613158234312e-07  -2.0102635690378448e-04  -3.7383447898542302e-04
5.0000000000000000e-01  -3.7920541357928262e-03  2.3986011269777371e-03  2.4591689211094840e-06  2.9855572825399366e-06  3.1942801279720538e-03  8.3023458984435305e-16  2.4591689398458282e-06  -2.9855572868405926e-06  -3.7920541357996294e-03  -2.3986011269723113e-03  -1.9886087150779391e-04  4.0097056008022851e-04  3.1717353553003472e-07  1.3732299590701228e-07  1.6459745559916787e-04  -1.4246035381633264e-17  3.1717353611487650e-07  -1.3732299805314413e-07  -1.9886087150676300e-04  -4.0097056007967725e-04
1.0000000000000000e+00  -3.6666146800730494e-03  2.3872489670948571e-03  2.5366875947193608e-06  2.9121318038192849e-06  3.1262720627216437e-03  2.6790872851342046e-15  2.5366875838522161e-06  -2.9121318201009463e-06  -3.6666146800421852e-03  -2.3872489670746025e-03  -1.9671559999197847e-04  3.9633229138720511e-04  1.4920740808961375e-07  1.3594872495306321e-07  1.6371011715681064e-04  -1.2866139301217203e-16  1.4920741049358116e-07  -1.3594872420983063e-07  -1.9671559999217010e-04  -3.9633229138930499e-04
1.5000000000000000e+00  -3.5260508641162835e-03  2.3615786380337704e-03  2.6013886190609229e-06  2.8265950781381400e-06  3.0510884160134767e-03  -1.9941567928200010e-14  2.6013886202127747e-06  -2.8265950621099223e-06  -3.5260508641482276e-03  -2.3615786380249398e-03  -1.9419794431292667e-04  3.9099245573114959e-04  1.8349132338796858e-07  1.3168444299972413e-07  1.6250036176944341e-04  1.1243258584991446e-15  1.8349132227470752e-07  -1.3168444528635042e-07  -1.9419794431365040e-04  -3.9099245573031866e-04
2.0000000000000000e+00  -3.3682356523054725e-03  2.3298652778075812e-03  2.6609228172655875e-06  2.7308957611503383e-06  2.9684411644535953e-03  4.2490052546296370e-15  2.6609228521262546e-06  -2.7308957647288103e-06  -3.3682356523405811e-03  -2.3298652777552749e-03  -1.9134960470419427e-04  3.8395716935885521e-04  1.6050292102301555e-07  1.2738973185849940e-07  1.6108660225644855e-04  -2.5714316209996695e-15  1.6050291736776813e-07  -1.2738973118902399e-07  -1.9134960470181353e-04  -3.8395716936200476e-04
2.4999999999999898e+00  -3.1917736733304198e-03  2.2886633312335105e-03  2.7099718394603365e-06  2.6228771883640702e-06  2.8764728252857388e-03  2.2206344293777824e-14  2.7099717969504185e-06  -2.6228771817923502e-06  -3.1917736732840255e-03  -2.2886633311958162e-03  -1.8825121593487478e-04  3.7547769211419943e-04  9.8261454689502092e-08  1.2331385645703295e-07  1.5953365842483102e-04  5.5941020451989384e-16  9.8261457333464694e-08  -1.2331386021070316e-07  -1.8825121593505324e-04  -3.7547769211432151e-04
2.9999999999999800e+00  -2.9940431063750473e-03  2.2355598066846625e-03  2.7667598983853690e-06  2.4993333571688337e-06  2.7750609190097452e-03  -1.9672262272949978e-14  2.7667599154215855e-06  -2.4993333447256529e-06  -2.9940431063594669e-03  -2.2355598066993534e-03  -1.8494165992604837e-04  3.7296429345869570e-04  7.5865392522216965e-08  1.2123272461503980e-07  1.5785570027185197e-04  2.2076987327897279e-15  7.5865388555865943e-08  -1.2123272779007861e-07  -1.8494165992381757e-04  -3.7296429345809852e-04
3.4999999999999698e+00  -2.7733221861976705e-03  2.1698069297493594e-03  2.8064462419560040e-06  2.3627285029906699e-06  2.6621808694286988e-03  -3.2370278874906122e-15  2.8064462199928543e-06  -2.3627284913311157e-06  -2.7733221862221171e-03  -2.1698069297137823e-03  -1.8139050760297075e-04  3.7592842004950075e-04  1.0076733787874472e-07  1.2120475523193516e-07  1.5609324473489728e-04  -2.5249850987325720e-15  1.0076734052646303e-07  -1.2120475261009428e-07  -1.8139050760152185e-04  -3.7592842005050879e-04
3.9999999999999600e+00  -2.5270188524292086e-03  2.0942585599622093e-03  2.8228728550503701e-06  2.2090610166170158e-06  2.5370200242203736e-03  -1.3035057787932208e-14  2.8228727758421970e-06  -2.2090609784374835e-06  -2.5270188524297542e-03  -2.0942585600002236e-03  -1.7758273393856538e-04  3.7933147349519249e-04  1.3983769053452340e-07  1.2184780056927812e-07  1.5420290586325489e-04  -1.4185779575347961e-15  1.3983769203979615e-07  -1.2184779790599787e-07  -1.7758273393775741e-04  -3.7933147349818787e-04
4.4999999999999503e+00  -2.2527758361166605e-03  2.0010905942586168e-03  2.8906731336977247e-06  2.0353628578475097e-06  2.3975861831042346e-03  2.0114914914921497e-14  2.8906731663121168e-06  -2.0353628215255943e-06  -2.2527758360903032e-03  -2.0010905942366999e-03  -1.7347050159809228e-04  3.7978627737076244e-04  1.6615027042004492e-07  1.2175096603305120e-07  1.5215321556764498e-04  -7.7225581987950664e-16  1.6615027013863872e-07  -1.2175096689890130e-07  -1.7347050159892592e-04  -3.7978627737337097e-04
