# time  Re(R=10)  Im(R=10)  Re(R=14)  Im(R=14)  Re(R=18)  Im(R=18)
2.2500000000000700e+01  8.7376432371363208e-03  4.8489597003302052e-14  -5.3434614428774264e-03  1.0307393261211154e-13  -8.6029783060082594e-03  -1.6846326341588173e-14
2.3000000000000799e+01  1.0845435325268490e-02  -1.1772116340882380e-13  -3.9262997433339832e-03  -2.9091573684157928e-15  -8.6331002229562415e-03  -6.8202037483394205e-14
2.3500000000000899e+01  1.2869499840569450e-02  -3.5531958357621132e-14  -2.3953531510917132e-03  -6.7559686421484101e-15  -8.5370169236727335e-03  -9.0859788822290777e-14
2.4000000000000998e+01  1.4784065863596353e-02  7.0041253008387111e-15  -7.5008996462677788e-04  -7.9452852674301233e-15  -8.3036631203052148e-03  -1.2214389979946883e-13
2.4500000000000998e+01  1.6562509316568205e-02  -3.2662308041850823e-14  9.6804497647597792e-04  8.4640955497681533e-14  -7.9214611741141010e-03  -5.2612288171887371e-14
2.5000000000001101e+01  1.8185829207492551e-02  -1.0146751154599595e-13  2.7438234291436627e-03  1.3314871707456098e-14  -7.3827721732442515e-03  -2.4347391168618414e-14
2.5500000000001201e+01  1.9616331478811137e-02  -1.8727676051469477e-14  4.5372474521228282e-03  3.1376466261669864e-14  -6.6971848714439510e-03  -1.1203818348687122e-14
2.6000000000001300e+01  2.0836542969944433e-02  1.5276425948026397e-14  6.3402574135120121e-03  4.1290649604879985e-14  -5.8562443647074466e-03  -1.2389717890858379e-14
2.6500000000001300e+01  2.1826971797952878e-02  -3.3498862000407506e-15  8.1340760261495691e-03  5.1426339554744733e-14  -4.8632605495600159e-03  4.2473544880006008e-14
2.7000000000001400e+01  2.2569208822528816e-02  -1.0297898810671866e-14  9.8848612256393093e-03  9.5288397540157897e-14  -3.7411346707332950e-03  4.6678418857815859e-14
2.7500000000001499e+01  2.3059548050466429e-02  -8.2995639907818412e-14  1.1564853323633115e-02  8.9585089866410066e-14  -2.5018583325593178e-03  4.9011133896443258e-14
2.8000000000001599e+01  2.3276521853335955e-02  6.5468985835069547e-14  1.3145164864548994e-02  4.1189190463210648e-14  -1.1484663699742549e-03  6.8281338706384512e-15
2.8500000000001702e+01  2.3237621982389801e-02  -1.6174219415905165e-13  1.4613720393427483e-02  1.0381238808515668e-13  2.8536024158419201e-04  -1.0785743203132605e-13
2.9000000000001702e+01  2.2910353654150013e-02  4.2234331314286826e-14  1.5951387417152494e-02  4.6202588424991311e-15  1.7879565199306175e-03  -1.4299228231481155e-13
2.9500000000001801e+01  2.2325159346890822e-02  -1.7022442424598023e-14  1.7154608969286871e-02  -3.8278278413105059e-14  3.3421626640208145e-03  -5.5957680253338007e-14
3.0000000000001901e+01  2.1473416405571384e-02  -5.0521170818792989e-14  1.8180217882726449e-02  -9.8177789818265984e-14  4.9261414428542908e-03  1.9594361314535490e-14
3.0500000000002000e+01  2.0377265523827199e-02  1.6976943454266217e-14  1.9018736415970322e-02  -9.2869667589521134e-14  6.5069188650458323e-03  9.2503270782692078e-14
3.1000000000002000e+01  1.9048802773915997e-02  -8.3918070500255819e-14  1.9675089358108515e-02  -7.7291390836359047e-14  8.0642227829390619e-03  2.3438847594000969e-13
3.1500000000002100e+01  1.7513099590956087e-02  -9.7909933462858484e-14  2.0122267549480620e-02  6.7067913438928798e-14  9.5855374140800531e-03  1.7674110475704032e-13
3.2000000000002203e+01  1.5785167275175430e-02  1.5578499291216643e-13  2.0358889915194706e-02  7.6024435799789270e-14  1.1051056790038396e-02  -8.8156431369769997e-14
3.2500000000002103e+01  1.3904441114006984e-02  -4.6086472384021364e-14  2.0377203612527789e-02  -2.0545947006010516e-14  1.2430939092085197e-02  -1.1277583795791583e-13
3.3000000000001997e+01  1.1886361255953838e-02  -4.8155698236768407e-14  2.0179375823233613e-02  -3.0091362776581555e-14  1.3704756747723175e-02  1.0249043197000857e-13
3.3500000000001897e+01  9.7671313402780784e-03  -8.5925097433284224e-14  1.9757206671277450e-02  -2.5473767640943302e-14  1.4865344687738005e-02  3.2273611245094681e-13
3.4000000000001798e+01  7.5833616318745495e-03  6.3220794195927960e-14  1.9125718158923121e-02  1.8154219883397070e-14  1.5899772257970443e-02  3.7410244713291686e-13
3.4500000000001698e+01  5.3543599113776829e-03  -1.0654301869494240e-14  1.8295270275659456e-02  7.2296833004907688e-14  1.6781883221957932e-02  3.1746897677009106e-13
3.5000000000001599e+01  3.1198043647072153e-03  7.4979844510968460e-14  1.7258766091751018e-02  1.8508224301746264e-13  1.7494650045545783e-02  3.9662811199519992e-13
3.5500000000001499e+01  9.1738431571575241e-04  5.3775251954714104e-14  1.6037004411935209e-02  1.2957179715289164e-13  1.8043600115112180e-02  5.3311368810159623e-13
3.6000000000001400e+01  -1.2441997592545163e-03  -9.0547133716934116e-14  1.4648106641385005e-02  -1.8156320683924938e-13  1.8422565516567853e-02  4.7171064414008754e-13
3.6500000000001300e+01  -3.3424857892679774e-03  -1.9075076310984679e-13  1.3109083473218364e-02  -8.5295201454850457e-14  1.8599329544208534e-02  1.5653872527292490e-13
3.7000000000001201e+01  -5.3333026279478255e-03  2.7734456498487269e-13  1.1436112664554672e-02  -1.4146958477776432e-13  1.8588943533292525e-02  -2.6898199453764484e-13
3.7500000000001101e+01  -7.2214558291470148e-03  -1.4119422005099712e-13  9.6607559562327562e-03  -1.8613213225583179e-13  1.8401051599875304e-02  -3.6727363532490070e-13
3.8000000000001002e+01  -8.9816838822882883e-03  -1.7047513405387945e-13  7.7965290681871208e-03  -2.9743782383159279e-14  1.8002604811434383e-02  -9.3040215767626656e-14
3.8500000000000902e+01  -1.0598749378717343e-02  2.7243951252525175e-13  5.8539351637600899e-03  -1.1826371968924891e-13  1.7408911522488375e-02  3.9207082290548866e-13
3.9000000000000803e+01  -1.2059946948609138e-02  -1.8877055291345061e-13  3.8855028188050271e-03  -2.6813006206065605e-13  1.6646231145242350e-02  7.4483393352872327e-13
3.9500000000000703e+01  -1.3361403265923041e-02  1.3076507197967948e-13  1.9092549518039139e-03  -2.8534269038108786e-13  1.5695950758790093e-02  9.7632617522905386e-13
4.0000000000000597e+01  -1.4519576529077618e-02  5.8934520120276399e-14  -4.9486372646111858e-05  -1.0287025601260067e-13  1.4579655854526787e-02  1.0045973028478641e-12
4.0500000000000497e+01  -1.5520191095039829e-02  -1.2582493755364515e-13  -1.9861231856856138e-03  1.3989378834667539e-13  1.3327907535671106e-02  6.9450698053553255e-13
4.1000000000000398e+01  -1.6355141580775126e-02  1.0729355781428161e-13  -3.8821158553668960e-03  1.1276714242355843e-13  1.1932494263981245e-02  2.6343249957678892e-13
4.1500000000000298e+01  -1.7047355971383987e-02  4.7144354000287676e-14  -5.6852570842319643e-03  4.2248165321079179e-14  1.0401530350779524e-02  -1.4854046166144682e-14
4.2000000000000199e+01  -1.7569455735816794e-02  -1.6340594395028463e-13  -7.3905609820576852e-03  -3.4916528418142158e-14  8.7803220838842573e-03  5.6802687058077805e-14
4.2500000000000099e+01  -1.7946938740589752e-02  -7.7504608272712725e-14  -8.9983564353953785e-03  -2.4170324044956321e-13  7.0719001594139012e-03  1.4144578309900692e-13
4.3000000000000000e+01  -1.8192287923682930e-02  2.1118131407052181e-14  -1.0486958077476443e-02  -2.5132126780190027e-13  5.2856730420869844e-03  2.4245161571074210e-14
4.3499999999999901e+01  -1.8299178743915671e-02  -1.5310085151378486e-13  -1.1855977088090266e-02  -5.1698350236181601e-13  3.4774277017163356e-03  1.2913769260860513e-14
4.3999999999999801e+01  -1.8269567265091401e-02  1.7897162370886449e-13  -1.3090526850305550e-02  -8.2855034741445024e-14  1.6640840804223742e-03  8.8746119977981912e-14
4.4499999999999702e+01  -1.8113996541141847e-02  -1.5719352462881287e-13  -1.4179351971133857e-02  -1.8034248053160014e-13  -1.6851683754028052e-04  -2.3364317691803395e-13
4.4999999999999602e+01  -1.7854046237266989e-02  -3.5753681113187264e-13  -1.5120576050913607e-02  -9.7458291021989738e-14  -1.9834605065582557e-03  -9.9925518394592961e-13
4.5499999999999503e+01  -1.7489692755232385e-02  5.1450979680314634e-13  -1.5924649706065296e-02  -3.8027574088420675e-13  -3.7352429140131943e-03  -1.1689820714148463e-12
4.5999999999999403e+01  -1.7019982039206898e-02  -2.9235057240539654e-13  -1.6596319901002805e-02  -2.2217201233870463e-13  -5.4352549884615171e-03  -6.4945779653071029e-13
4.6499999999999297e+01  -1.6444952930719972e-02  -1.1599175059781570e-13  -1.7125881662020812e-02  1.1283945569090834e-13  -7.0901991864404049e-03  -2.9952810561315449e-13
4.6999999999999197e+01  -1.5779119602574138e-02  -8.4232782415434602e-14  -1.7504038463781749e-02  1.0653339577200433e-13  -8.6267976446635520e-03  -2.5066850784326894e-13
4.7499999999999098e+01  -1.5048032572060888e-02  1.7854022202024289e-13  -1.7746147846990658e-02  2.8673125643928910e-14  -1.0047784845558372e-02  4.9673854507254096e-13
4.7999999999998998e+01  -1.4236206133767713e-02  2.5954368033931194e-13  -1.7863061609806219e-02  -5.4785698735686537e-13  -1.1399054069402574e-02  1.5170797886479406e-12
4.8499999999998899e+01  -1.3347540144805485e-02  -5.5345903269175520e-13  -1.7866890263267165e-02  -7.3874668201949018e-13  -1.2621144937591599e-02  1.3817881417972369e-12
4.8999999999998799e+01  -1.2418388108390219e-02  1.1317556099812192e-13  -1.7751540529469353e-02  -1.0391690270760082e-12  -1.3682968750751388e-02  -4.3253565535616290e-13
4.9499999999998700e+01  -1.1435555000118454e-02  -5.5539023760285904e-14  -1.7501824899739182e-02  -8.2275122633832431e-13  -1.4633734657036684e-02  -2.8011202838098619e-12
4.9999999999998600e+01  -1.0395007100544095e-02  -5.5244634829033324e-14  -1.7106411501450324e-02  -1.0500346831376740e-12  -1.5470870995637986e-02  -3.6833647847106627e-12
5.0499999999998501e+01  -9.3216501118661421e-03  -5.1145326997573695e-14  -1.6638031379317977e-02  -6.0130833667836352e-13  -1.6156443231029660e-02  -1.7041680204602931e-12
5.0999999999998401e+01  -8.2165674131802636e-03  -8.6622667089186538e-13  -1.6125427870635044e-02  2.0026997617205182e-13  -1.6700521326702564e-02  1.5238323508147427e-12
5.1499999999998302e+01  -7.0933197022839366e-03  1.8957079361002899e-13  -1.5505811413999513e-02  9.9714878823604913e-13  -1.7133525992134219e-02  2.6463075243275139e-12
5.1999999999998202e+01  -5.9484417879179033e-03  -4.8699249006665496e-14  -1.4753297116275023e-02  9.8716333016729178e-13  -1.7436508796858458e-02  8.3186164818001423e-13
5.2499999999998103e+01  -4.7876781383536307e-03  -2.8069622332011416e-13  -1.3923515685950950e-02  8.3539556709768766e-13  -1.7584031689146344e-02  -1.8774832052768360e-12
5.2999999999998003e+01  -3.6414559769114524e-03  7.9273892148775386e-14  -1.3034685094059093e-02  1.6368749551819514e-14  -1.7610592210865528e-02  -3.2340292043512649e-12
5.3499999999997897e+01  -2.5017663129940789e-03  7.2206692407170485e-14  -1.2106957862722940e-02  -1.5855372824537901e-13  -1.7529606745185746e-02  -2.4262259300632662e-12
5.3999999999997797e+01  -1.3565370684826938e-03  3.1329622190816904e-13  -1.1142265689123312e-02  -5.3013760353658388e-13  -1.7316065396762909e-02  -1.4464014302526857e-13
5.4499999999997698e+01  -2.1703538900536058e-04  -6.1867851198961128e-13  -1.0111066448935956e-02  -6.5040631553939978e-13  -1.6980218375562860e-02  2.4081052951421068e-12
5.4999999999997598e+01  8.6936017372214573e-04  2.1296621668819264e-13  -9.0030714811361635e-03  -1.4798269165152599e-12  -1.6539367701989452e-02  4.8269658552947209e-12
5.5499999999997499e+01  1.9301042485174776e-03  2.8578341734824771e-13  -7.8970466160070904e-03  -1.4880330502705654e-12  -1.6027194990251344e-02  7.6336676371407079e-12
5.5999999999997399e+01  2.9976360084989703e-03  3.1308142969487776e-13  -6.7475628786811334e-03  -1.2421488604608411e-12  -1.5425324291210241e-02  9.9919433688947130e-12
5.6499999999997300e+01  3.9968785531824093e-03  -7.0911287615088858e-13  -5.5672964214556865e-03  -2.4202132792338570e-12  -1.4689499108042337e-02  9.3922857786754136e-12
5.6999999999997200e+01  4.9356518673885231e-03  8.0169274534061072e-13  -4.3896273992964068e-03  -2.8684095969440055e-12  -1.3876921012386677e-02  5.0428497151556968e-12
5.7499999999997101e+01  5.8454743710254992e-03  4.3208884410005771e-16  -3.1958388071383244e-03  -4.1230082889195692e-12  -1.3048086701813739e-02  8.6493549358497522e-13
5.7999999999997002e+01  6.7038064930137345e-03  1.1800469478389962e-13  -2.0221674380596815e-03  -2.5263724472603209e-12  -1.2172492246557127e-02  7.7421009037788438e-13
5.8499999999996902e+01  7.4822535939709110e-03  -4.0005836797676372e-13  -8.9121361385726577e-04  1.0353248168816379e-12  -1.1168590364192710e-02  4.1528281544093241e-12
5.8999999999996803e+01  8.2051244486810396e-03  2.5257066195950167e-13  2.4996305307769439e-04  2.8281416514256295e-12  -1.0036106079177844e-02  8.0911732973509509e-12
5.9499999999996703e+01  8.8745874022699012e-03  -1.0320867498700095e-13  1.3851103040853571e-03  3.6768295528198271e-12  -8.9329273102408194e-03  9.9542420514734928e-12
